date,location,heatwave(O/X),max_felt_temp(°C),max_temp(°C),average_temp(°C),min_temp(°C),avg_relative_humidity(%),heatwave_warning(O/X),heatwave_impact_forecast(level),tropical_night(O/X),UV_level
2023-07-14,오산(550),X,28.1,24.9,24.5,24.1,98,X, ,X,낮음
2023-07-14,평택(551),X,28.8,25.4,24.7,24,100,X, ,X,낮음
2023-07-14,화천(555),X,29.1,25.9,23.3,21.2,97,X, ,X,낮음
2023-07-14,양구(556),X,28.9,26.4,24.3,21.4,90,X, ,X,낮음
2023-07-14,시흥(565),X,28.4,25.1,24.6,24.3,98,X, ,X,낮음
2023-07-14,구리(569),X,28,25,24.3,23.2,95,X, ,X,낮음
2023-07-14,화성(571),X,28.2,25.1,24.5,24.1,98,X, ,X,낮음
2023-07-14,성남(572),X,27.7,25,24.5,23.6,91,X, ,X,낮음
2023-07-14,과천(590),X,28.4,25,24.6,23.4,100,X, ,X,낮음
2023-07-14,양주(598),X,28.8,25.7,24.5,23.3,98,X, ,X,보통
2023-07-14,단양(601),X,28.3,25.5,23.9,21.3,95,X, ,X,높음
2023-07-14,진천(602),X,28.8,26.3,25.4,24.2,90,X, ,X,낮음
2023-07-14,괴산(603),X,28.4,25.7,24.5,23.6,94,X, ,X,낮음
2023-07-14,옥천(604),X,28.9,26,25.1,24.5,97,X, ,X,보통
2023-07-14,홍북(608),X,27.8,24.5,23.4,22.8,99,X, ,X,낮음
2023-07-14,공주(612),X,28.6,25.9,24.5,23.6,96,X, ,X,낮음
2023-07-14,서천(614),X,28.7,25.8,24.7,23.8,96,X, ,X,낮음
2023-07-14,논산(615),X,29,26.4,25.1,24.3,95,X, ,X,낮음
2023-07-14,당진(616),X,28.5,25.3,24.3,23.8,100,X, ,X,낮음
2023-07-14,청양(618),X,28.7,25.8,24.8,24.1,95,X, ,X,낮음
2023-07-14,음성(619),X,27.3,24.6,23.8,22.6,92,X, ,X,낮음
2023-07-14,증평(623),X,28.5,25.4,24.5,23.8,98,X, ,X,낮음
2023-07-14,태안(627),X,28,24.8,23.7,23.3,99,X, ,X,낮음
2023-07-14,예산(628),X,28.9,25.8,24.6,24.1,98,X, ,X,낮음
2023-07-14,아산(634),X,28.5,25.4,24.3,23.8,99,X, ,X,낮음
2023-07-14,계룡(636),X,28,24.9,24.2,23.2,97,X, ,X,낮음
2023-07-14,연천청산(652),X,29,26.1,24.4,23.2,95,X, ,X,보통
2023-07-14,양양(670),X,31.5,30,26.5,22.9,83,X,관심,X,낮음
2023-07-14,무안(699),X,29.5,27.2,26.2,24.6,87,X, ,O,높음
2023-07-14,무주(701),X,29.1,27,25.2,23.7,89,X, ,X,보통
2023-07-14,익산(702),X,29.3,26.3,25.2,24.5,96,X, ,X,보통
2023-07-14,진안(703),X,27.8,25.4,23.9,23,93,X, ,X,낮음
2023-07-14,담양(706),X,30,26.9,25.7,24.7,96,X, ,O,낮음
2023-07-14,구례(709),X,29.8,27.6,26.5,25.1,88,X, ,O,낮음
2023-07-14,나주(710),X,29.3,26.5,25.9,24.9,93,X,관심,O,보통
2023-07-14,순천시(712),X,30.2,28.4,26.8,25.6,87,X, ,O,보통
2023-07-14,광양읍(713),X,29.9,26.7,25.7,25,97,X, ,O,보통
2023-07-14,장성(730),X,28.9,26.4,25.3,24.4,93,X, ,X,보통
2023-07-14,영암(731),X,30.3,28.1,27.4,26.4,86,X, ,O,보통
2023-07-14,보성(732),X,28.7,26.3,25,24.2,92,X, ,X,보통
2023-07-14,완주(734),X,29.5,27.4,25.2,23.2,93,X, ,X,보통
2023-07-14,김제(737),X,28.9,25.8,24.8,24.3,99,X, ,X,보통
2023-07-14,화순(741),X,29.1,26.7,25.8,24.3,87,X, ,O,보통
2023-07-14,함평(754),X,29.7,27.3,25.8,24.3,92,X, ,X,보통
2023-07-14,곡성(768),X,29.1,26.7,25.4,23.9,92,X, ,O,보통
2023-07-14,압해도(789),X,29,26,25.1,24.2,95,X, ,X,보통
2023-07-14,영양(801),X,28.8,25.6,24.1,22.7,99,X, ,X,낮음
2023-07-14,성주(810),X,28.7,26.1,25.5,24.7,89,X, ,O,낮음
2023-07-14,고령(812),X,30.5,27.1,25.9,24.7,98,X, ,O,보통
2023-07-14,청도(813),X,29.3,27.9,26.6,24.4,79,X, ,O,보통
2023-07-14,예천(815),X,27.6,24.4,24.1,23.7,98,X, ,X,낮음
2023-07-14,김천(822),X,28.9,25.6,24.3,23.5,99,X,관심,X,보통
2023-07-14,군위(823),X,29.2,26.9,25.7,24.8,92,X, ,X,낮음
2023-07-14,칠곡(825),X,29.5,26.2,25.4,24.6,99,X,관심,O,낮음
2023-07-14,경산(827),X,29.4,27.7,26.3,24.9,83,X, ,O,낮음
2023-07-14,삼척(876),X,32.4,31,25.3,22.8,88,X,관심,X,낮음
2023-07-14,속초(90),X,31,29.6,26.5,23.1,83.3,X,관심,X,낮음
2023-07-14,삼천포(907),X,29,26.4,25.5,23.5,92,X, ,X,보통
2023-07-14,고성(918),X,29.6,26.8,26,25.6,92,X, ,O,보통
2023-07-14,창녕(919),X,29.6,27.5,26.3,25.1,90,X,관심,O,보통
2023-07-14,함안(920),X,29.5,27.6,26.7,25,82,X, ,O,높음
2023-07-14,북춘천(93),X,29.2,26.1,24.5,22.6,96.8,X, ,X,낮음
2023-07-14,하동(932),X,29.1,26.6,25.9,25.3,90,X, ,O,낮음
2023-07-14,철원(95),X,29.2,26.4,24.5,22.4,95.6,X, ,X,낮음
2023-07-14,동두천(98),X,28.6,25.2,24.1,23.1,99.3,X, ,X,보통
2023-07-14,파주(99),X,29.3,26.2,24.2,23.3,99.5,X, ,X,보통
2023-07-15,북강릉(104),X,29.5,28,25.4,23.2,82.3,X,관심,X,낮음
2023-07-15,동해(106),X,28.5,25.2,22.4,20.2,99,X,관심,X,낮음
2023-07-15,서울(108),X,28.6,25.7,24.5,23.7,93.5,X, ,X,보통
2023-07-15,인천(112),X,27.6,24.5,23.6,22.9,95.3,X, ,X,보통
2023-07-15,원주(114),X,27.3,24.9,23.7,22.5,88.6,X, ,X,낮음
2023-07-15,울릉도(115),X,27.6,24.3,22.8,21.6,100,X, ,X,낮음
2023-07-15,수원(119),X,28.4,25.8,24.1,23.1,92.9,X, ,X,보통
2023-07-15,영월(121),X,26.8,23.7,22.3,20.7,97.1,X, ,X,낮음
2023-07-15,충주(127),X,27.4,24.2,22.8,21.8,90.4,X, ,X,낮음
2023-07-15,서산(129),X,28,25,23.7,22.6,93.8,X, ,X,보통
2023-07-15,울진(130),X,27.2,25.4,22,18.4,93.6,X,관심,X,보통
2023-07-15,청주(131),X,28.1,25.2,23.5,22.2,90.9,X, ,X,낮음
2023-07-15,대전(133),X,27.8,25,23.2,21.3,93,X, ,X,낮음
2023-07-15,추풍령(135),X,28.5,26.2,23.2,20.2,92.1,X, ,X,낮음
2023-07-15,안동(136),X,29,26.1,23.8,21.9,95.3,X, ,X,낮음
2023-07-15,상주(137),X,29.3,26.6,23.9,21.3,98.1,X, ,X,낮음
2023-07-15,포항(138),X,30.8,30.4,28.3,25.8,71.1,X,관심,X,보통
2023-07-15,군산(140),X,29.1,26.8,24.5,22.3,93,X, ,X,낮음
2023-07-15,대구(143),X,30.9,29.9,27,24,81.3,X,관심,X,보통
2023-07-15,전주(146),X,28.8,26.8,24.6,22.8,90.6,X, ,X,낮음
2023-07-15,울산(152),X,30.8,29.5,27.3,25.1,76.1,X,관심,X,높음
2023-07-15,창원(155),X,30.9,29.1,26.8,23.5,82.8,X,관심,X,낮음
2023-07-15,광주(156),X,30,26.6,24.7,22.2,99,X,관심,X,높음
2023-07-15,부산(159),X,29.1,27,25.8,24.2,84.9,X,관심,X,높음
2023-07-15,통영(162),X,29.3,26.7,25.6,22.4,92,X, ,X,높음
2023-07-15,목포(165),X,29.5,27.2,25,22.7,94.6,X, ,X,높음
2023-07-15,여수(168),X,29.8,27.4,25,22.2,90.5,X, ,X,높음
2023-07-15,흑산도(169),X,28.2,25,23.3,21.3,98.4,X, ,X,낮음
2023-07-15,완도(170),X,31.6,29.7,26.4,22.5,87.3,X,관심,X,높음
2023-07-15,고창(172),X,28.9,26.3,24.9,23.1,94.9,X,관심,X,낮음
2023-07-15,제주(184),O,33.7,33.5,30.8,28.4,65.1,O,주의,O,높음
2023-07-15,진주(192),X,31.4,29.5,26.4,22.7,86,X, ,X,높음
2023-07-15,양평(202),X,27.4,24.7,23.8,22.5,92.8,X, ,X,보통
2023-07-15,이천(203),X,28,24.8,23.8,22.8,97.5,X, ,X,보통
2023-07-15,인제(211),X,27.8,25.8,24.2,21.9,85.8,X, ,X,낮음
2023-07-15,홍천(212),X,27.7,25.4,23.9,22.6,91.4,X, ,X,낮음
2023-07-15,태백(216),X,25.5,23.4,21.5,19.6,88.4,X, ,X,낮음
2023-07-15,정선군(217),X,26.6,24.1,22.6,21.1,91.6,X, ,X,낮음
2023-07-15,제천(221),X,26.3,23,22.1,20.7,99.8,X, ,X,낮음
2023-07-15,보은(226),X,27.5,24.4,22.7,20.9,98.9,X, ,X,낮음
2023-07-15,천안(232),X,27.5,24.2,23.1,22,99,X, ,X,낮음
2023-07-15,보령(235),X,28,24.8,23.4,21.9,97.8,X, ,X,보통
2023-07-15,부여(236),X,28.9,25.9,23.8,22.4,98,X, ,X,낮음
2023-07-15,금산(238),X,29.2,27.3,24,20.9,91.5,X, ,X,낮음
2023-07-15,세종(239),X,27.5,24.5,22.8,21.4,96.3,X, ,X,낮음
2023-07-15,부안(243),X,29.1,26.7,24.8,23.2,92.9,X, ,X,낮음
2023-07-15,임실(244),X,28.4,25.6,23.9,22.3,94.8,X, ,X,낮음
2023-07-15,정읍(245),X,28.8,26.9,25,23.4,87.5,X,관심,X,낮음
2023-07-15,남원(247),X,29.6,27.6,25.4,22.9,89.6,X,관심,X,낮음
2023-07-15,장수(248),X,27.8,25.1,23.7,21.9,91.8,X, ,X,낮음
2023-07-15,영광군(252),X,28.6,25.7,24.6,23.1,93,X, ,X,낮음
2023-07-15,김해시(253),X,31,28.6,26.7,23.8,90.4,X,관심,X,보통
2023-07-15,순창군(254),X,29.3,27.3,25.1,22.5,92,X, ,X,낮음
2023-07-15,양산시(257),X,31.1,28.5,26.6,23.9,93.3,X,관심,X,보통
2023-07-15,강진군(259),X,31.4,29.3,25.8,21.2,92.5,X, ,X,높음
2023-07-15,장흥(260),X,31.1,28.6,25.8,20.9,91.4,X, ,X,높음
2023-07-15,해남(261),X,30.3,27.7,25.6,22.4,92,X, ,X,높음
2023-07-15,고흥(262),X,30.3,28.1,25.3,21.1,86.9,X,관심,X,보통
2023-07-15,의령군(263),X,32.1,30.4,27.7,23.4,83.4,X, ,X,보통
2023-07-15,함양군(264),X,30.5,27.1,24.6,22.6,100,X,관심,X,보통
2023-07-15,진도군ASOS(268),X,29.2,26.4,25.2,22.3,93.6,X, ,X,높음
2023-07-15,봉화(271),X,27,24,21.8,19.8,97.5,X, ,X,낮음
2023-07-15,영주(272),X,26.8,23.5,22,20.2,100,X, ,X,낮음
2023-07-15,문경(273),X,27.6,24.3,23,21.6,99.4,X, ,X,낮음
2023-07-15,청송군(276),X,29.8,27.6,24.4,21.8,88.3,X, ,X,낮음
2023-07-15,영덕(277),X,29.7,27.3,24.8,22,87.8,X,관심,X,낮음
2023-07-15,의성(278),X,30.3,27.3,24.7,22,96.4,X,관심,X,낮음
2023-07-15,구미(279),X,29.9,27.8,24.7,21.5,89.3,X,관심,X,낮음
2023-07-15,영천(281),X,30.6,29.6,26.3,22.5,83.4,X,관심,X,낮음
2023-07-15,경주시(283),X,31.2,30.4,27.8,25.2,74.3,X,관심,X,보통
2023-07-15,거창(284),X,29.3,26.2,24.4,22.8,94.4,X, ,X,낮음
2023-07-15,합천(285),X,30.8,28.7,25.8,22.4,85.5,X,관심,X,보통
2023-07-15,밀양(288),X,31.4,30.7,27.6,23.3,74,X,관심,X,보통
2023-07-15,산청(289),X,29.9,28.3,25.4,21.7,89.1,X,관심,X,보통
2023-07-15,거제(294),X,29.1,26.4,25.4,22.5,92.8,X,관심,X,높음
2023-07-15,남해(295),X,30.7,28.9,26.3,21.6,85.3,X, ,X,높음
2023-07-15,부천(433),X,26.8,24,22.9,22,91,X, ,X,보통
2023-07-15,안양(434),X,26.7,25.6,24.3,23.6,,X, ,X,낮음
2023-07-15,광명(437),X,28.7,26.2,24.7,23.7,90,X, ,X,보통
2023-07-15,군포(438),X,27.9,25.1,23.8,22.9,91,X, ,X,낮음
2023-07-15,김포(441),X,,25.1,24.2,23.4,,X, ,X,보통
2023-07-15,하남(444),X,28,25.6,23.7,22.7,88,X, ,X,보통
2023-07-15,의왕(445),X,28,25.3,23.7,22.5,93,X, ,X,낮음
2023-07-15,포천(504),X,28.4,26,24.3,23.1,93,X, ,X,보통
2023-07-15,가평조종(505),X,28.2,25.1,23.9,22.5,97,X, ,X,보통
2023-07-15,안성(516),X,28.5,25.2,23.7,22.2,99,X, ,X,보통
2023-07-15,간성(517),X,30.1,28.8,25.4,22.7,77,X,관심,X,낮음
2023-07-15,평창(526),X,25.9,23.6,22.2,20.7,91,X, ,X,낮음
2023-07-15,의정부(532),X,29.3,26,24.5,22.9,98,X, ,X,보통
2023-07-15,횡성(536),X,27.2,24.1,23.1,21.8,94,X, ,X,낮음
2023-07-15,고양(540),X,,,,,,X, ,X,보통
2023-07-15,남양주(541),X,28.7,26.4,24.5,23.1,92,X, ,X,보통
2023-07-15,안산(545),X,28.3,25.4,23.6,21.9,96,X, ,X,보통
2023-07-15,경기광주(546),X,27.4,24.9,23.6,22.7,91,X, ,X,보통
2023-07-15,여주(548),X,27.4,24.2,23.5,22.1,98,X, ,X,보통
2023-07-15,용인(549),X,27.5,24.4,23.1,22.1,96,X, ,X,보통
2023-07-15,오산(550),X,28.6,25.4,23.9,22.5,97,X, ,X,보통
2023-07-15,평택(551),X,28.6,25.2,23.9,22.6,100,X, ,X,보통
2023-07-15,화천(555),X,29.9,26.6,22.6,20.9,97,X, ,X,낮음
2023-07-15,양구(556),X,27.4,25.6,23.7,22.1,87,X, ,X,낮음
2023-07-15,시흥(565),X,28.7,25.8,24.5,23.4,92,X, ,X,보통
2023-07-15,구리(569),X,28.8,26.9,24.2,23,89,X, ,X,보통
2023-07-15,화성(571),X,28.6,25.7,24.1,23,94,X, ,X,보통
2023-07-15,성남(572),X,28.3,26.1,24.3,23.3,86,X, ,X,보통
2023-07-15,과천(590),X,28.7,25.7,24.2,22.9,95,X, ,X,낮음
2023-07-15,양주(598),X,29.4,27.1,24.6,23.2,92,X, ,X,보통
2023-07-15,단양(601),X,27,23.8,21.7,18.8,97,X, ,X,낮음
2023-07-15,진천(602),X,27.9,25,23.7,22.4,92,X, ,X,낮음
2023-07-15,괴산(603),X,27.5,24.3,22.8,21.4,97,X, ,X,낮음
2023-07-15,옥천(604),X,29.2,27.1,24.3,21.5,95,X, ,X,보통
2023-07-15,홍북(608),X,27.7,24.4,22.8,20.9,99,X, ,X,낮음
2023-07-15,공주(612),X,27.9,24.8,23.2,22.1,97,X, ,X,낮음
2023-07-15,서천(614),X,28.6,25.9,23.8,22.3,95,X, ,X,낮음
2023-07-15,논산(615),X,28.9,26.1,23.8,22.3,95,X, ,X,낮음
2023-07-15,당진(616),X,28.5,25.3,23.9,22.6,97,X, ,X,보통
2023-07-15,청양(618),X,28.5,25.5,23.3,21.5,97,X, ,X,낮음
2023-07-15,음성(619),X,26.7,23.7,21.9,20.7,94,X, ,X,낮음
2023-07-15,증평(623),X,27.8,24.5,22.8,21.6,99,X, ,X,낮음
2023-07-15,태안(627),X,27.7,24.5,23.5,22.5,98,X, ,X,높음
2023-07-15,예산(628),X,28.2,25,23.8,22.7,96,X, ,X,낮음
2023-07-15,아산(634),X,28.1,24.9,23.5,22.5,97,X, ,X,보통
2023-07-15,계룡(636),X,27.7,24.7,22.9,20.9,97,X, ,X,낮음
2023-07-15,연천청산(652),X,28.5,26.1,24.3,23.1,92,X, ,X,보통
2023-07-15,양양(670),X,28.9,27.5,25.6,22.8,76,X,관심,X,낮음
2023-07-15,무안(699),X,29.1,26.5,25,22.7,93,X,관심,X,낮음
2023-07-15,무주(701),X,28.8,26.9,23.9,20.6,91,X, ,X,낮음
2023-07-15,익산(702),X,29.3,26.6,24.8,23.3,94,X, ,X,낮음
2023-07-15,진안(703),X,27.5,24.7,23,20.8,95,X, ,X,낮음
2023-07-15,담양(706),X,30,26.9,25.2,23.3,96,X,관심,X,낮음
2023-07-15,구례(709),X,30.7,28.6,26.4,23,89,X,관심,X,낮음
2023-07-15,나주(710),X,29.2,26.3,24.6,22,97,X,관심,X,낮음
2023-07-15,순천시(712),X,32.4,30.5,27,22.2,85,X,관심,X,높음
2023-07-15,광양읍(713),X,31.8,29.5,26.4,21.8,91,X, ,X,높음
2023-07-15,장성(730),X,28.7,25.7,24.3,21.9,98,X, ,X,낮음
2023-07-15,영암(731),X,30.9,28.2,26.1,22.1,93,X,관심,X,높음
2023-07-15,보성(732),X,29.9,27.7,24.7,20.4,91,X,관심,X,높음
2023-07-15,완주(734),X,29.1,27.1,24,21.8,94,X, ,X,낮음
2023-07-15,김제(737),X,29,26,24.6,22.5,97,X,관심,X,낮음
2023-07-15,화순(741),X,29.7,27.2,25.1,21.8,89,X,관심,X,높음
2023-07-15,함평(754),X,29.4,26.3,24.7,22.4,97,X, ,X,낮음
2023-07-15,곡성(768),X,30,27,24.9,22.2,96,X, ,X,낮음
2023-07-15,압해도(789),X,28.4,25.2,24.2,22.2,97,X, ,X,높음
2023-07-15,영양(801),X,30.2,27.2,23.5,21,99,X, ,X,낮음
2023-07-15,성주(810),X,29.7,27.2,25.4,22.1,87,X, ,X,낮음
2023-07-15,고령(812),X,31.3,28.5,26.2,22.9,95,X,관심,X,보통
2023-07-15,청도(813),X,31.8,30.7,27.6,22.5,73,X, ,X,보통
2023-07-15,예천(815),X,27.9,24.8,23.1,21.6,98,X, ,X,낮음
2023-07-15,김천(822),X,29.7,26.7,23.7,20.9,98,X,관심,X,낮음
2023-07-15,군위(823),X,30.9,28.5,25.1,22.1,93,X, ,X,낮음
2023-07-15,칠곡(825),X,30.7,27.5,25.3,22.3,97,X,관심,X,낮음
2023-07-15,경산(827),X,31.8,30.9,28.2,23.6,73,X,관심,X,보통
2023-07-15,삼척(876),X,27.9,25.3,23.7,22.2,94,X,관심,X,낮음
2023-07-15,속초(90),X,30.1,29.6,25.9,23.5,75.1,X,관심,X,낮음
2023-07-15,삼천포(907),X,31.3,29.5,25.5,22.1,89,X, ,X,보통
2023-07-15,고성(918),X,30.7,28.2,26.3,23.3,91,X, ,X,보통
2023-07-15,창녕(919),X,32,30.5,27.4,23.1,82,X,관심,X,보통
2023-07-15,함안(920),X,31.2,29.8,27.6,23,79,X,관심,X,보통
2023-07-15,북춘천(93),X,27.9,25.5,23.9,22.6,93.9,X, ,X,낮음
2023-07-15,하동(932),X,31.1,29.5,26.5,22.4,85,X, ,X,높음
2023-07-15,철원(95),X,29.4,27.2,24.4,22.9,93,X, ,X,낮음
2023-07-15,동두천(98),X,28.2,25.3,24.1,22.8,96.3,X, ,X,보통
2023-07-15,파주(99),X,28.7,25.8,23.9,22.7,98,X, ,X,보통
2023-07-16,북강릉(104),X,28.8,27.9,26.7,23.9,69.4,X,관심,X,낮음
2023-07-16,동해(106),X,29.9,27.1,23.9,21.2,97,X,관심,X,낮음
2023-07-16,서울(108),X,28.4,25.4,24.6,23.7,89.5,X, ,X,보통
2023-07-16,인천(112),X,27.4,24.4,23.5,22.9,93,X, ,X,보통
2023-07-16,원주(114),X,28.6,27.2,24.4,22.4,81.6,X, ,X,낮음
2023-07-16,울릉도(115),X,29,27.5,24.2,21.3,85.6,X,관심,X,낮음
2023-07-16,수원(119),X,28.2,26.4,24.3,22.8,88,X, ,X,보통
2023-07-16,영월(121),X,28.8,27,23.2,20.6,91.3,X, ,X,낮음
2023-07-16,충주(127),X,29.7,28.1,24.4,21.4,87.8,X, ,X,보통
2023-07-16,서산(129),X,28.1,25.7,24.1,22.7,92.3,X, ,X,보통
2023-07-16,울진(130),X,28.4,26.6,23.1,19.6,86.9,X,관심,X,매우높음
2023-07-16,청주(131),X,30.1,28.7,25.1,22.7,84.1,X, ,X,보통
2023-07-16,대전(133),X,29.8,28.5,24.3,21.6,88.5,X, ,X,보통
2023-07-16,추풍령(135),X,29.5,27.6,23.6,20.2,90.8,X, ,X,보통
2023-07-16,안동(136),X,29.9,28.1,24.6,21.7,89.4,X,관심,X,낮음
2023-07-16,상주(137),X,30.6,28.2,24.7,21.2,92.1,X,관심,X,보통
2023-07-16,포항(138),X,29.8,28,25.4,24.3,83,X,관심,X,낮음
2023-07-16,군산(140),X,30.6,28.8,24.6,22.9,91.5,X, ,X,보통
2023-07-16,대구(143),X,29.6,27.8,24.4,22.8,91.6,X,관심,X,보통
2023-07-16,전주(146),X,30.6,29.1,25.4,23.3,85.3,X, ,X,보통
2023-07-16,울산(152),X,30.1,27.2,24.1,22.1,91.6,X,관심,X,낮음
2023-07-16,창원(155),X,27.6,24.7,23.4,21.9,92.9,X,관심,X,낮음
2023-07-16,광주(156),X,32.1,29.1,24.2,22.1,98,X,관심,X,낮음
2023-07-16,부산(159),X,28.6,26,23.7,22.2,91.6,X,관심,X,낮음
2023-07-16,통영(162),X,29.4,26.5,23.4,21.1,97.8,X, ,X,보통
2023-07-16,목포(165),X,30.2,28,23.8,21.6,96.3,X,관심,X,낮음
2023-07-16,여수(168),X,27.5,24.4,22.8,21.8,96.9,X, ,X,낮음
2023-07-16,흑산도(169),X,27.4,24.1,21.5,20.6,98.9,X, ,X,낮음
2023-07-16,완도(170),X,31.2,28.6,24.2,21.9,97.5,X,관심,X,높음
2023-07-16,고창(172),X,30.1,27.8,24.5,22.8,91.3,X,관심,X,낮음
2023-07-16,제주(184),O,33.1,32.1,28.2,26.4,81.6,O,주의,O,낮음
2023-07-16,진주(192),X,29.1,26.8,23.3,22.2,95.5,X,관심,X,낮음
2023-07-16,양평(202),X,28.4,26.5,23.6,22.2,90.6,X, ,X,보통
2023-07-16,이천(203),X,29.2,27.3,24.2,22.2,93.8,X, ,X,낮음
2023-07-16,인제(211),X,29.2,27.8,24.5,22.6,83.3,X, ,X,낮음
2023-07-16,홍천(212),X,28.5,26.7,23.7,21.7,88.5,X, ,X,낮음
2023-07-16,태백(216),X,28.1,27.5,23.1,20.5,77.3,X, ,X,낮음
2023-07-16,정선군(217),X,29.2,28.2,23.9,21.1,81.3,X, ,X,낮음
2023-07-16,제천(221),X,28.8,27.1,23.1,20.7,93.1,X, ,X,보통
2023-07-16,보은(226),X,29.4,27.6,23.4,20.9,94.1,X, ,X,보통
2023-07-16,천안(232),X,29.6,27,24,22,97.4,X, ,X,보통
2023-07-16,보령(235),X,29.4,27.2,24.5,23.4,92.5,X, ,X,보통
2023-07-16,부여(236),X,29.7,27.8,24.6,22.5,92.5,X,관심,X,보통
2023-07-16,금산(238),X,30,28.4,24.3,21,91.8,X, ,X,보통
2023-07-16,세종(239),X,29.6,27.7,24,21.6,91.6,X,관심,X,보통
2023-07-16,부안(243),X,30,28.3,25,23.2,88.5,X,관심,X,보통
2023-07-16,임실(244),X,29.5,27.3,23.3,21.3,94,X, ,X,낮음
2023-07-16,정읍(245),X,29.4,28,24.7,22.7,85.6,X,관심,X,낮음
2023-07-16,남원(247),X,30.8,29.4,24.2,21.9,92.1,X,관심,X,낮음
2023-07-16,장수(248),X,28.8,27.2,23.5,20.3,89.1,X, ,X,낮음
2023-07-16,영광군(252),X,29.7,27.3,24.1,22.6,90.9,X,관심,X,낮음
2023-07-16,김해시(253),X,29.4,26,23.7,22,100,X,관심,X,낮음
2023-07-16,순창군(254),X,30.6,28.7,23.9,21.6,95.1,X,관심,X,낮음
2023-07-16,양산시(257),X,29.9,26.4,24.3,22.9,99.5,X,관심,X,낮음
2023-07-16,강진군(259),X,31.4,30,24.2,21.6,95.6,X,관심,X,낮음
2023-07-16,장흥(260),X,32.1,30,24.1,21.2,96.8,X,관심,X,낮음
2023-07-16,해남(261),X,30.7,28.7,24.1,21.6,96.4,X,관심,X,낮음
2023-07-16,고흥(262),X,28.6,25.7,23.3,21.2,97.5,X,관심,X,매우높음
2023-07-16,의령군(263),X,29.8,26.6,24.3,22.8,96.8,X,관심,X,낮음
2023-07-16,함양군(264),X,31.4,28.5,23.8,21.4,99,X,관심,X,높음
2023-07-16,진도군ASOS(268),X,30.8,29,23.9,22.1,95.8,X, ,X,보통
2023-07-16,봉화(271),X,28,26.4,22.6,20,92.3,X, ,X,보통
2023-07-16,영주(272),X,29.5,26.8,23,20,97.6,X, ,X,보통
2023-07-16,문경(273),X,30.1,27.6,23.9,21.3,96.4,X, ,X,보통
2023-07-16,청송군(276),X,31.2,30.5,24.5,21.2,84,X,관심,X,낮음
2023-07-16,영덕(277),X,30.9,29.8,24.9,21.5,87.5,X,관심,X,보통
2023-07-16,의성(278),X,30,27.9,24.4,21.8,94,X,관심,X,낮음
2023-07-16,구미(279),X,29.5,27.4,24.3,21.6,89,X,관심,X,낮음
2023-07-16,영천(281),X,29.8,27.8,24.3,21.9,91.1,X,관심,X,낮음
2023-07-16,경주시(283),X,30.3,27.7,24.4,22.6,91.3,X,관심,X,낮음
2023-07-16,거창(284),X,30.2,28.3,23.3,21.8,95.8,X,관심,X,높음
2023-07-16,합천(285),X,28.6,26,23.4,21.9,92.9,X,관심,X,낮음
2023-07-16,밀양(288),X,28.1,25.4,23.9,22.4,91.1,X,관심,X,낮음
2023-07-16,산청(289),X,28.4,25.1,22.9,21.6,98.3,X,관심,X,낮음
2023-07-16,거제(294),X,29.4,26.5,23.7,21.8,97,X,관심,X,매우높음
2023-07-16,남해(295),X,27.3,24,22.8,21.7,98.8,X,관심,X,보통
2023-07-16,부천(433),X,26.3,24.5,22.8,21.7,87,X, ,X,보통
2023-07-16,안양(434),X,27.2,25.8,24.3,22.4,,X, ,X,보통
2023-07-16,광명(437),X,28.4,26.5,24.8,23.3,86,X, ,X,보통
2023-07-16,군포(438),X,27.6,25.9,23.9,22,87,X, ,X,보통
2023-07-16,김포(441),X,,25.1,24,23.1,,X, ,X,보통
2023-07-16,하남(444),X,27.5,25.3,23.4,21.9,87,X, ,X,보통
2023-07-16,의왕(445),X,27.5,25.5,23.5,22.1,91,X, ,X,보통
2023-07-16,포천(504),X,28.8,26.4,24,22.5,90,X, ,X,보통
2023-07-16,가평조종(505),X,29.1,26.5,23.5,22,96,X, ,X,보통
2023-07-16,안성(516),X,29.3,27.1,24.2,22.1,95,X, ,X,보통
2023-07-16,간성(517),X,28.4,27.4,24.5,22.7,80,X, ,X,낮음
2023-07-16,평창(526),X,28.5,27.8,23.1,19.8,83,X, ,X,낮음
2023-07-16,의정부(532),X,29.8,26.6,23.9,22.5,98,X, ,X,보통
2023-07-16,횡성(536),X,28.3,26.5,23.6,21.3,90,X, ,X,낮음
2023-07-16,고양(540),X,,,,,,X, ,X,보통
2023-07-16,남양주(541),X,28.9,26.2,24.3,22.2,91,X, ,X,보통
2023-07-16,안산(545),X,28.2,26.3,23.4,21.5,93,X, ,X,보통
2023-07-16,경기광주(546),X,27.8,26.1,23.4,21.8,89,X, ,X,보통
2023-07-16,여주(548),X,29,27.1,23.7,21.4,94,X, ,X,보통
2023-07-16,용인(549),X,27.4,25.5,23.2,21.7,92,X, ,X,보통
2023-07-16,오산(550),X,29.6,27.1,24,22.3,94,X, ,X,보통
2023-07-16,평택(551),X,29.9,27.3,24.8,22.6,96,X, ,X,보통
2023-07-16,화천(555),X,30.2,27.2,22.8,20.3,97,X, ,X,낮음
2023-07-16,양구(556),X,29,27.7,24.7,22.5,79,X, ,X,낮음
2023-07-16,시흥(565),X,28.5,26.5,24.2,23.1,91,X, ,X,보통
